Namespace(batch_size=64, data_dir='data/', dropout_rate=0.15, emb_dim=300, epoch_num=100, from_vocab='data/vocab_20000', from_vocab_size=20000, gpu_device='1', latent_dim=64, learning_rate=1, learning_rate_decay_factor=0.5, max_gradient_norm=3.0, max_train_data_size=0, model_dir='model/', num_heads=8, num_layers=6, num_units=512, out_dir='output/', output_dir='output/tfm/', test_data='test', to_vocab='data/vocab_20000', to_vocab_size=20000, train_data='training', train_dir='model/t-cvae/', valid_data='dev')
 init embedding finished
19833
(20000, 300)
Vocab load over.
2020-12-23 11:37:19.224587: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 AVX512F FMA
2020-12-23 11:37:19.392717: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1432] Found device 0 with properties: 
name: GeForce RTX 2080 Ti major: 7 minor: 5 memoryClockRate(GHz): 1.545
pciBusID: 0000:1a:00.0
totalMemory: 10.76GiB freeMemory: 10.60GiB
2020-12-23 11:37:19.393014: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-23 11:37:19.600736: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-23 11:37:19.600758: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-23 11:37:19.600761: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-23 11:37:19.600836: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
2020-12-23 11:37:19.602564: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-23 11:37:19.602582: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-23 11:37:19.602584: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-23 11:37:19.602586: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-23 11:37:19.602623: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
2020-12-23 11:37:19.605876: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-23 11:37:19.605916: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-23 11:37:19.605925: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-23 11:37:19.605931: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-23 11:37:19.606010: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
Model create over.
  reading data line 0
78529
21
  reading data line 0
9816
21
  reading data line 0
9817
20
global step 100   step-time 0.69s  loss 77.767 ppl 1148.61  disc 0.269 gen -0.187 gan_ae -0.156
global step 62700   step-time 0.60s  loss 32.966 ppl 20.00  disc 0.030 gen -0.004 gan_ae -0.001
global step 62800   step-time 0.60s  loss 32.672 ppl 19.74  disc 0.029 gen -0.003 gan_ae -0.000
global step 62900   step-time 0.60s  loss 32.869 ppl 19.89  disc 0.029 gen 0.001 gan_ae -0.004
global step 63000   step-time 0.60s  loss 32.739 ppl 19.89  disc 0.029 gen -0.002 gan_ae 0.000
load eval model.
eval  ppl 21.59
answer:  one day , i was driving the van down to the store .
predict:  i was driving home one day when i heard a loud noise .
answer:  she bought some new shelves .
predict:  she was painting her books and her books .
answer:  he was given a set of tickets .
predict:  he was very excited .
answer:  his friends agree that 's a great idea .
predict:  billy takes his friends to the lake .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so happy to have found a new one .
answer:  alicia looked at her house .
predict:  alicia was cleaning her house .
answer:  she searched everywhere but could n't find it .
predict:  she did n't have enough money to buy one .
answer:  when the cast was announced , she was left disappointed .
predict:  she was very good at it .
BLEU = 2.24, 28.6/3.7/1.0/0.3 (BP=0.908, ratio=0.912, hyp_len=89073, ref_len=97637)

distinc1: 0.01613
distinc2: 0.09054
infer done.
global step 63100   step-time 0.61s  loss 32.580 ppl 19.69  disc 0.030 gen -0.002 gan_ae -0.001
global step 63200   step-time 0.60s  loss 32.811 ppl 19.71  disc 0.030 gen -0.003 gan_ae -0.001
global step 63300   step-time 0.59s  loss 32.735 ppl 19.78  disc 0.028 gen -0.000 gan_ae -0.002
global step 63400   step-time 0.61s  loss 32.575 ppl 19.86  disc 0.030 gen -0.003 gan_ae -0.001
global step 63500   step-time 0.60s  loss 32.460 ppl 19.51  disc 0.028 gen 0.002 gan_ae -0.002
global step 63600   step-time 0.61s  loss 32.657 ppl 19.72  disc 0.029 gen -0.004 gan_ae 0.000
global step 63700   step-time 0.60s  loss 32.700 ppl 19.94  disc 0.027 gen 0.002 gan_ae -0.002
global step 63800   step-time 0.61s  loss 32.459 ppl 19.68  disc 0.032 gen -0.003 gan_ae -0.006
global step 63900   step-time 0.60s  loss 32.320 ppl 19.30  disc 0.031 gen -0.005 gan_ae -0.002
global step 64000   step-time 0.60s  loss 32.671 ppl 19.94  disc 0.029 gen -0.005 gan_ae 0.001
global step 64100   step-time 0.60s  loss 32.766 ppl 19.92  disc 0.029 gen 0.001 gan_ae -0.003
global step 64200   step-time 0.60s  loss 32.632 ppl 19.71  disc 0.030 gen -0.003 gan_ae -0.003
global step 64300   step-time 0.60s  loss 32.912 ppl 19.87  disc 0.030 gen -0.006 gan_ae 0.000
global step 64400   step-time 0.61s  loss 32.710 ppl 19.86  disc 0.029 gen -0.001 gan_ae -0.002
global step 64500   step-time 0.60s  loss 32.464 ppl 19.57  disc 0.029 gen -0.001 gan_ae -0.001
global step 64600   step-time 0.60s  loss 32.498 ppl 19.52  disc 0.029 gen -0.004 gan_ae 0.001
global step 64700   step-time 0.61s  loss 33.071 ppl 20.02  disc 0.029 gen -0.003 gan_ae -0.001
global step 64800   step-time 0.60s  loss 32.957 ppl 19.93  disc 0.030 gen -0.002 gan_ae -0.004
global step 64900   step-time 0.61s  loss 32.690 ppl 19.52  disc 0.031 gen -0.006 gan_ae -0.004
global step 65000   step-time 0.61s  loss 32.619 ppl 19.57  disc 0.027 gen 0.004 gan_ae -0.004
global step 65100   step-time 0.61s  loss 32.923 ppl 19.82  disc 0.030 gen -0.007 gan_ae 0.001
global step 65200   step-time 0.61s  loss 33.229 ppl 20.42  disc 0.030 gen -0.002 gan_ae -0.002
global step 65300   step-time 0.60s  loss 32.477 ppl 19.52  disc 0.029 gen -0.004 gan_ae 0.001
global step 65400   step-time 0.60s  loss 32.596 ppl 19.66  disc 0.028 gen -0.002 gan_ae -0.001
global step 65500   step-time 0.60s  loss 32.528 ppl 19.48  disc 0.031 gen -0.008 gan_ae 0.000
global step 65600   step-time 0.61s  loss 32.524 ppl 19.59  disc 0.030 gen -0.002 gan_ae -0.001
global step 65700   step-time 0.60s  loss 32.210 ppl 19.45  disc 0.029 gen -0.003 gan_ae 0.000
global step 65800   step-time 0.61s  loss 32.695 ppl 19.71  disc 0.029 gen -0.003 gan_ae 0.000
global step 65900   step-time 0.61s  loss 32.467 ppl 19.57  disc 0.029 gen -0.004 gan_ae 0.001
global step 66000   step-time 0.60s  loss 32.491 ppl 19.43  disc 0.028 gen 0.001 gan_ae -0.002
load eval model.
eval  ppl 21.32
answer:  one day , i was driving the van down to the store .
predict:  i had a car accident and was driving to work .
answer:  she bought some new shelves .
predict:  she had a lot of friends to do .
answer:  he was given a set of tickets .
predict:  he got a lot of money .
answer:  his friends agree that 's a great idea .
predict:  they go fishing at the lake .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so upset that he did n't have to eat it .
answer:  alicia looked at her house .
predict:  alicia was tired of work .
answer:  she searched everywhere but could n't find it .
predict:  she went to the store to buy a new one .
answer:  when the cast was announced , she was left disappointed .
predict:  she was so excited to be finally in the school show .
BLEU = 2.56, 28.8/3.8/1.1/0.4 (BP=0.952, ratio=0.953, hyp_len=93047, ref_len=97637)

distinc1: 0.01655
distinc2: 0.09598
infer done.
global step 66100   step-time 0.60s  loss 32.384 ppl 19.41  disc 0.029 gen -0.002 gan_ae -0.001
global step 66200   step-time 0.60s  loss 32.386 ppl 19.43  disc 0.031 gen -0.004 gan_ae -0.003
global step 66300   step-time 0.61s  loss 32.668 ppl 19.55  disc 0.029 gen -0.002 gan_ae -0.000
global step 66400   step-time 0.61s  loss 32.633 ppl 19.52  disc 0.029 gen -0.004 gan_ae 0.001
global step 66500   step-time 0.60s  loss 32.638 ppl 19.78  disc 0.029 gen -0.001 gan_ae -0.002
global step 66600   step-time 0.60s  loss 32.369 ppl 19.26  disc 0.027 gen 0.001 gan_ae 0.001
global step 66700   step-time 0.61s  loss 32.557 ppl 19.28  disc 0.031 gen -0.002 gan_ae -0.003
global step 66800   step-time 0.61s  loss 32.560 ppl 19.58  disc 0.032 gen -0.004 gan_ae -0.004
global step 66900   step-time 0.61s  loss 32.337 ppl 19.06  disc 0.030 gen -0.003 gan_ae 0.000
global step 67000   step-time 0.61s  loss 32.249 ppl 18.96  disc 0.029 gen -0.001 gan_ae -0.001
global step 67100   step-time 0.61s  loss 32.484 ppl 19.44  disc 0.029 gen -0.005 gan_ae 0.002
global step 67200   step-time 0.60s  loss 32.702 ppl 19.60  disc 0.030 gen -0.003 gan_ae -0.003
global step 67300   step-time 0.61s  loss 32.416 ppl 19.39  disc 0.028 gen 0.005 gan_ae -0.005
global step 67400   step-time 0.61s  loss 32.348 ppl 19.12  disc 0.029 gen -0.002 gan_ae -0.000
global step 67500   step-time 0.61s  loss 32.512 ppl 19.53  disc 0.031 gen -0.003 gan_ae -0.004
global step 67600   step-time 0.60s  loss 32.696 ppl 19.52  disc 0.028 gen -0.002 gan_ae 0.001
global step 67700   step-time 0.61s  loss 32.505 ppl 19.45  disc 0.028 gen 0.001 gan_ae -0.002
global step 67800   step-time 0.60s  loss 32.359 ppl 19.09  disc 0.029 gen -0.003 gan_ae -0.000
global step 67900   step-time 0.60s  loss 32.514 ppl 19.13  disc 0.030 gen -0.002 gan_ae -0.002
global step 68000   step-time 0.60s  loss 32.434 ppl 19.45  disc 0.030 gen -0.002 gan_ae -0.002
global step 68100   step-time 0.60s  loss 32.550 ppl 19.33  disc 0.031 gen -0.004 gan_ae -0.001
global step 68200   step-time 0.61s  loss 32.531 ppl 19.23  disc 0.030 gen -0.002 gan_ae -0.002
global step 68300   step-time 0.61s  loss 32.164 ppl 18.96  disc 0.029 gen -0.004 gan_ae 0.002
global step 68400   step-time 0.61s  loss 32.723 ppl 19.53  disc 0.029 gen -0.002 gan_ae -0.001
global step 68500   step-time 0.61s  loss 32.422 ppl 19.12  disc 0.029 gen -0.001 gan_ae -0.000
global step 68600   step-time 0.60s  loss 32.366 ppl 18.94  disc 0.029 gen -0.002 gan_ae -0.001
global step 68700   step-time 0.61s  loss 32.277 ppl 18.79  disc 0.030 gen -0.002 gan_ae -0.001
global step 68800   step-time 0.61s  loss 32.100 ppl 18.96  disc 0.029 gen -0.000 gan_ae -0.001
global step 68900   step-time 0.60s  loss 32.254 ppl 19.03  disc 0.031 gen -0.005 gan_ae -0.002
global step 69000   step-time 0.60s  loss 32.314 ppl 18.95  disc 0.029 gen -0.001 gan_ae -0.001
load eval model.
eval  ppl 20.88
answer:  one day , i was driving the van down to the store .
predict:  i bought a new car .
answer:  she bought some new shelves .
predict:  she was trying to make a lot of new books .
answer:  he was given a set of tickets .
predict:  he sold his favorite cd .
answer:  his friends agree that 's a great idea .
predict:  billy decides to go fishing with his friends .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he had to throw it away and buy it .
answer:  alicia looked at her house .
predict:  alicia was cleaning her house .
answer:  she searched everywhere but could n't find it .
predict:  she went to the store to buy one .
answer:  when the cast was announced , she was left disappointed .
predict:  she was nervous about her first audition .
BLEU = 2.75, 29.9/4.3/1.3/0.5 (BP=0.922, ratio=0.925, hyp_len=90283, ref_len=97637)

distinc1: 0.01808
distinc2: 0.09882
infer done.
global step 69100   step-time 0.60s  loss 32.159 ppl 18.81  disc 0.029 gen -0.002 gan_ae 0.000
global step 69200   step-time 0.61s  loss 32.245 ppl 19.10  disc 0.029 gen -0.001 gan_ae -0.000
global step 69300   step-time 0.60s  loss 32.430 ppl 19.01  disc 0.030 gen -0.000 gan_ae -0.003
global step 69400   step-time 0.60s  loss 32.122 ppl 18.95  disc 0.030 gen -0.002 gan_ae -0.002
global step 69500   step-time 0.60s  loss 32.034 ppl 18.82  disc 0.030 gen -0.003 gan_ae -0.000
global step 69600   step-time 0.60s  loss 32.690 ppl 19.66  disc 0.028 gen -0.004 gan_ae 0.003
global step 69700   step-time 0.61s  loss 32.632 ppl 19.34  disc 0.028 gen 0.001 gan_ae -0.001
global step 69800   step-time 0.60s  loss 31.989 ppl 18.77  disc 0.028 gen 0.001 gan_ae -0.003
global step 69900   step-time 0.60s  loss 31.950 ppl 18.79  disc 0.031 gen -0.003 gan_ae -0.003
global step 70000   step-time 0.61s  loss 32.122 ppl 18.91  disc 0.029 gen 0.001 gan_ae -0.002
global step 70100   step-time 0.60s  loss 32.013 ppl 18.71  disc 0.030 gen -0.001 gan_ae -0.002
global step 70200   step-time 0.60s  loss 32.308 ppl 19.12  disc 0.029 gen -0.003 gan_ae 0.000
global step 70300   step-time 0.61s  loss 32.087 ppl 18.82  disc 0.029 gen -0.001 gan_ae -0.000
global step 70400   step-time 0.60s  loss 32.202 ppl 19.08  disc 0.030 gen -0.003 gan_ae -0.001
global step 70500   step-time 0.60s  loss 32.014 ppl 18.65  disc 0.030 gen -0.003 gan_ae -0.001
global step 70600   step-time 0.60s  loss 31.908 ppl 18.79  disc 0.029 gen -0.001 gan_ae -0.001
global step 70700   step-time 0.60s  loss 32.046 ppl 18.64  disc 0.028 gen 0.000 gan_ae -0.002
global step 70800   step-time 0.61s  loss 32.301 ppl 18.92  disc 0.027 gen -0.003 gan_ae 0.005
global step 70900   step-time 0.60s  loss 32.052 ppl 18.55  disc 0.031 gen -0.003 gan_ae -0.003
global step 71000   step-time 0.60s  loss 32.034 ppl 18.50  disc 0.029 gen -0.001 gan_ae -0.001
global step 71100   step-time 0.61s  loss 32.080 ppl 18.62  disc 0.031 gen -0.002 gan_ae -0.003
global step 71200   step-time 0.60s  loss 32.265 ppl 18.82  disc 0.028 gen -0.001 gan_ae 0.001
global step 71300   step-time 0.60s  loss 31.855 ppl 18.31  disc 0.030 gen -0.003 gan_ae -0.001
global step 71400   step-time 0.61s  loss 32.159 ppl 18.62  disc 0.028 gen 0.000 gan_ae -0.001
global step 71500   step-time 0.60s  loss 32.168 ppl 18.70  disc 0.030 gen -0.002 gan_ae -0.002
global step 71600   step-time 0.60s  loss 31.928 ppl 18.56  disc 0.030 gen -0.003 gan_ae -0.001
global step 71700   step-time 0.61s  loss 31.921 ppl 18.42  disc 0.028 gen -0.002 gan_ae 0.001
global step 71800   step-time 0.60s  loss 31.947 ppl 18.50  disc 0.027 gen 0.000 gan_ae 0.001
global step 71900   step-time 0.60s  loss 32.424 ppl 19.35  disc 0.030 gen -0.001 gan_ae -0.002
global step 72000   step-time 0.61s  loss 32.187 ppl 18.68  disc 0.030 gen 0.000 gan_ae -0.004
load eval model.
eval  ppl 20.62
answer:  one day , i was driving the van down to the store .
predict:  i bought a new car from the store .
answer:  she bought some new shelves .
predict:  she was trying to make a list .
answer:  he was given a set of tickets .
predict:  he got a lot of money .
answer:  his friends agree that 's a great idea .
predict:  billy finds a spot that is coming up with a boat .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  the chicken was a great deal and the restaurant was a great success .
answer:  alicia looked at her house .
predict:  alicia was cleaning her house .
answer:  she searched everywhere but could n't find it .
predict:  she looked online for a new one .
answer:  when the cast was announced , she was left disappointed .
predict:  she was nervous to see the new singer in town .
BLEU = 2.49, 29.6/4.1/1.1/0.4 (BP=0.921, ratio=0.924, hyp_len=90232, ref_len=97637)

distinc1: 0.01942
distinc2: 0.11341
infer done.
global step 72100   step-time 0.60s  loss 32.191 ppl 18.76  disc 0.029 gen -0.000 gan_ae -0.002
global step 72200   step-time 0.60s  loss 32.098 ppl 18.67  disc 0.028 gen -0.001 gan_ae -0.001
global step 72300   step-time 0.60s  loss 32.187 ppl 18.72  disc 0.029 gen -0.002 gan_ae -0.001
global step 72400   step-time 0.61s  loss 32.019 ppl 18.73  disc 0.030 gen -0.002 gan_ae -0.002
global step 72500   step-time 0.60s  loss 31.934 ppl 18.32  disc 0.029 gen -0.002 gan_ae -0.000
global step 72600   step-time 0.61s  loss 31.845 ppl 18.52  disc 0.029 gen -0.002 gan_ae 0.000
global step 72700   step-time 0.61s  loss 31.653 ppl 18.24  disc 0.028 gen -0.001 gan_ae 0.000
global step 72800   step-time 0.61s  loss 31.978 ppl 18.85  disc 0.029 gen -0.001 gan_ae -0.002
global step 72900   step-time 0.61s  loss 31.871 ppl 18.25  disc 0.028 gen 0.001 gan_ae -0.002
global step 73000   step-time 0.61s  loss 31.867 ppl 18.11  disc 0.030 gen -0.002 gan_ae -0.002
global step 73100   step-time 0.61s  loss 32.079 ppl 18.36  disc 0.029 gen -0.000 gan_ae -0.001
global step 73200   step-time 0.61s  loss 32.130 ppl 18.67  disc 0.028 gen -0.001 gan_ae 0.001
global step 73300   step-time 0.61s  loss 32.354 ppl 19.20  disc 0.028 gen -0.001 gan_ae -0.002
global step 73400   step-time 0.60s  loss 32.021 ppl 18.64  disc 0.030 gen -0.002 gan_ae -0.003
global step 73500   step-time 0.61s  loss 31.437 ppl 17.84  disc 0.028 gen 0.003 gan_ae -0.003
global step 73600   step-time 0.60s  loss 32.084 ppl 18.52  disc 0.028 gen -0.002 gan_ae 0.001
global step 73700   step-time 0.61s  loss 31.770 ppl 18.14  disc 0.028 gen -0.001 gan_ae 0.001
global step 73800   step-time 0.60s  loss 32.005 ppl 18.56  disc 0.030 gen -0.003 gan_ae -0.001
global step 73900   step-time 0.61s  loss 31.995 ppl 18.56  disc 0.028 gen -0.002 gan_ae 0.001
global step 74000   step-time 0.60s  loss 32.037 ppl 18.74  disc 0.029 gen 0.001 gan_ae -0.004
global step 74100   step-time 0.61s  loss 32.103 ppl 18.55  disc 0.029 gen -0.002 gan_ae -0.000
global step 74200   step-time 0.61s  loss 32.161 ppl 18.68  disc 0.029 gen -0.002 gan_ae 0.000
global step 74300   step-time 0.60s  loss 31.948 ppl 18.47  disc 0.029 gen -0.002 gan_ae 0.000
global step 74400   step-time 0.61s  loss 31.931 ppl 18.25  disc 0.028 gen 0.002 gan_ae -0.002
global step 74500   step-time 0.60s  loss 31.714 ppl 17.99  disc 0.030 gen -0.002 gan_ae -0.002
global step 74600   step-time 0.60s  loss 31.678 ppl 18.04  disc 0.029 gen -0.003 gan_ae -0.000
global step 74700   step-time 0.60s  loss 31.771 ppl 18.26  disc 0.029 gen -0.002 gan_ae -0.001
global step 74800   step-time 0.61s  loss 31.659 ppl 18.10  disc 0.029 gen -0.001 gan_ae -0.002
global step 74900   step-time 0.60s  loss 32.057 ppl 18.43  disc 0.027 gen 0.001 gan_ae 0.000
global step 75000   step-time 0.61s  loss 31.908 ppl 18.45  disc 0.028 gen -0.000 gan_ae -0.000
load eval model.
eval  ppl 20.50
answer:  one day , i was driving the van down to the store .
predict:  i was driving to the car to work one day .
answer:  she bought some new shelves .
predict:  she was excited to have them to do .
answer:  he was given a set of tickets .
predict:  he bought a ticket to a concert .
answer:  his friends agree that 's a great idea .
predict:  billy is excited to go to the lake .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was very happy to have a nice party .
answer:  alicia looked at her house .
predict:  alicia was cleaning her house .
answer:  she searched everywhere but could n't find it .
predict:  she decided to buy a brand new one .
answer:  when the cast was announced , she was left disappointed .
predict:  she was nervous about the audition .
BLEU = 2.45, 29.8/4.1/1.1/0.4 (BP=0.916, ratio=0.920, hyp_len=89803, ref_len=97637)

distinc1: 0.01843
distinc2: 0.10347
infer done.
global step 75100   step-time 0.60s  loss 31.979 ppl 18.47  disc 0.028 gen -0.001 gan_ae 0.001
global step 75200   step-time 0.61s  loss 32.012 ppl 18.68  disc 0.029 gen -0.002 gan_ae -0.001
global step 75300   step-time 0.60s  loss 31.699 ppl 17.92  disc 0.030 gen -0.002 gan_ae -0.002
global step 75400   step-time 0.60s  loss 31.493 ppl 17.88  disc 0.030 gen -0.003 gan_ae -0.002
global step 75500   step-time 0.61s  loss 31.806 ppl 18.26  disc 0.028 gen -0.002 gan_ae 0.001
global step 75600   step-time 0.60s  loss 31.974 ppl 18.46  disc 0.028 gen -0.000 gan_ae 0.000
global step 75700   step-time 0.61s  loss 31.937 ppl 18.37  disc 0.029 gen -0.002 gan_ae 0.000
global step 75800   step-time 0.61s  loss 32.022 ppl 18.50  disc 0.028 gen -0.001 gan_ae 0.000
global step 75900   step-time 0.61s  loss 31.579 ppl 18.08  disc 0.028 gen -0.001 gan_ae 0.000
global step 76000   step-time 0.60s  loss 31.772 ppl 18.18  disc 0.030 gen -0.000 gan_ae -0.003
global step 76100   step-time 0.61s  loss 31.797 ppl 18.28  disc 0.028 gen -0.000 gan_ae 0.001
global step 76200   step-time 0.61s  loss 31.891 ppl 18.17  disc 0.030 gen -0.001 gan_ae -0.003
global step 76300   step-time 0.61s  loss 31.649 ppl 18.09  disc 0.030 gen -0.002 gan_ae -0.002
global step 76400   step-time 0.61s  loss 31.441 ppl 17.83  disc 0.029 gen -0.002 gan_ae 0.000
global step 76500   step-time 0.61s  loss 31.468 ppl 18.12  disc 0.028 gen 0.002 gan_ae -0.003
global step 76600   step-time 0.60s  loss 31.966 ppl 18.33  disc 0.030 gen -0.001 gan_ae -0.003
global step 76700   step-time 0.61s  loss 31.603 ppl 18.05  disc 0.029 gen -0.001 gan_ae -0.003
global step 76800   step-time 0.61s  loss 31.778 ppl 18.03  disc 0.029 gen -0.001 gan_ae -0.001
global step 76900   step-time 0.61s  loss 31.857 ppl 18.26  disc 0.029 gen -0.002 gan_ae 0.001
global step 77000   step-time 0.61s  loss 31.638 ppl 17.81  disc 0.028 gen -0.001 gan_ae 0.001
global step 77100   step-time 0.60s  loss 31.569 ppl 18.10  disc 0.029 gen -0.002 gan_ae 0.001
global step 77200   step-time 0.60s  loss 31.924 ppl 18.32  disc 0.029 gen 0.001 gan_ae -0.002
global step 77300   step-time 0.61s  loss 31.922 ppl 18.24  disc 0.028 gen -0.000 gan_ae -0.001
global step 77400   step-time 0.61s  loss 31.461 ppl 17.85  disc 0.030 gen 0.001 gan_ae -0.005
global step 77500   step-time 0.61s  loss 31.736 ppl 18.24  disc 0.028 gen 0.002 gan_ae -0.003
global step 77600   step-time 0.61s  loss 31.562 ppl 17.85  disc 0.031 gen -0.003 gan_ae -0.002
global step 77700   step-time 0.61s  loss 31.665 ppl 18.05  disc 0.030 gen -0.003 gan_ae -0.001
global step 77800   step-time 0.60s  loss 31.177 ppl 17.76  disc 0.028 gen -0.001 gan_ae 0.000
global step 77900   step-time 0.60s  loss 31.343 ppl 17.74  disc 0.029 gen -0.003 gan_ae 0.000
global step 78000   step-time 0.60s  loss 31.472 ppl 17.98  disc 0.029 gen -0.002 gan_ae -0.001
load eval model.
eval  ppl 20.15
answer:  one day , i was driving the van down to the store .
predict:  i was driving to work one day .
answer:  she bought some new shelves .
predict:  she was going to make them a lot of money .
answer:  he was given a set of tickets .
predict:  he was able to get a record .
answer:  his friends agree that 's a great idea .
predict:  he is excited to go fishing .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so disappointed he did n't have to eat the entire thing .
answer:  alicia looked at her house .
predict:  alicia was washing her house .
answer:  she searched everywhere but could n't find it .
predict:  she went to the store to buy one .
answer:  when the cast was announced , she was left disappointed .
predict:  but she was very nervous .
BLEU = 2.65, 31.0/4.5/1.3/0.6 (BP=0.831, ratio=0.844, hyp_len=82380, ref_len=97637)

distinc1: 0.02051
distinc2: 0.10110
infer done.
global step 78100   step-time 0.61s  loss 31.509 ppl 17.92  disc 0.028 gen 0.001 gan_ae -0.000
global step 78200   step-time 0.61s  loss 31.583 ppl 17.82  disc 0.028 gen -0.002 gan_ae 0.001
global step 78300   step-time 0.60s  loss 31.717 ppl 18.07  disc 0.028 gen -0.000 gan_ae -0.000
global step 78400   step-time 0.61s  loss 31.542 ppl 17.94  disc 0.030 gen -0.000 gan_ae -0.003
global step 78500   step-time 0.61s  loss 31.527 ppl 17.96  disc 0.030 gen -0.002 gan_ae -0.001
global step 78600   step-time 0.61s  loss 31.437 ppl 17.83  disc 0.029 gen -0.001 gan_ae -0.002
global step 78700   step-time 0.60s  loss 31.766 ppl 17.99  disc 0.029 gen -0.003 gan_ae 0.001
global step 78800   step-time 0.60s  loss 31.508 ppl 17.87  disc 0.028 gen 0.001 gan_ae -0.001
global step 78900   step-time 0.60s  loss 31.457 ppl 17.75  disc 0.028 gen -0.001 gan_ae -0.002
global step 79000   step-time 0.60s  loss 31.712 ppl 18.01  disc 0.030 gen -0.001 gan_ae -0.003
global step 79100   step-time 0.60s  loss 31.604 ppl 17.96  disc 0.029 gen 0.000 gan_ae -0.002
global step 79200   step-time 0.61s  loss 31.764 ppl 18.15  disc 0.029 gen -0.003 gan_ae -0.000
global step 79300   step-time 0.60s  loss 31.542 ppl 17.74  disc 0.027 gen 0.001 gan_ae -0.000
global step 79400   step-time 0.60s  loss 31.766 ppl 17.95  disc 0.030 gen -0.003 gan_ae -0.000
global step 79500   step-time 0.60s  loss 31.733 ppl 18.14  disc 0.030 gen -0.002 gan_ae -0.001
global step 79600   step-time 0.60s  loss 31.457 ppl 18.13  disc 0.029 gen -0.001 gan_ae -0.001
global step 79700   step-time 0.60s  loss 31.408 ppl 17.63  disc 0.028 gen -0.001 gan_ae 0.000
global step 79800   step-time 0.61s  loss 31.532 ppl 17.84  disc 0.028 gen -0.003 gan_ae 0.002
global step 79900   step-time 0.60s  loss 31.276 ppl 17.54  disc 0.029 gen -0.001 gan_ae -0.001
global step 80000   step-time 0.61s  loss 31.348 ppl 17.53  disc 0.028 gen -0.001 gan_ae 0.000
global step 80100   step-time 0.60s  loss 31.487 ppl 17.83  disc 0.029 gen -0.002 gan_ae -0.001
global step 80200   step-time 0.60s  loss 31.328 ppl 17.53  disc 0.029 gen -0.001 gan_ae -0.000
global step 80300   step-time 0.60s  loss 31.922 ppl 18.18  disc 0.028 gen -0.001 gan_ae 0.000
global step 80400   step-time 0.61s  loss 31.598 ppl 18.02  disc 0.029 gen -0.001 gan_ae -0.001
global step 80500   step-time 0.61s  loss 31.646 ppl 17.80  disc 0.029 gen -0.002 gan_ae 0.000
global step 80600   step-time 0.61s  loss 31.444 ppl 17.83  disc 0.029 gen 0.001 gan_ae -0.002
global step 80700   step-time 0.60s  loss 31.230 ppl 17.35  disc 0.029 gen -0.002 gan_ae -0.001
global step 80800   step-time 0.61s  loss 31.647 ppl 17.93  disc 0.029 gen 0.001 gan_ae -0.002
global step 80900   step-time 0.61s  loss 31.476 ppl 17.90  disc 0.029 gen -0.001 gan_ae -0.001
