Namespace(batch_size=64, data_dir='data/', dropout_rate=0.15, emb_dim=300, epoch_num=100, from_vocab='data/vocab_20000', from_vocab_size=20000, gpu_device='1', latent_dim=64, learning_rate=1, learning_rate_decay_factor=0.5, max_gradient_norm=3.0, max_train_data_size=0, model_dir='model/', num_heads=8, num_layers=6, num_units=512, out_dir='output/', output_dir='output/tfm/', test_data='test', to_vocab='data/vocab_20000', to_vocab_size=20000, train_data='training', train_dir='model/t-cvae/', valid_data='dev')
 init embedding finished
19833
(20000, 300)
Vocab load over.
2020-12-28 11:35:05.204612: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 AVX512F FMA
2020-12-28 11:35:05.390369: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1432] Found device 0 with properties: 
name: GeForce RTX 2080 Ti major: 7 minor: 5 memoryClockRate(GHz): 1.545
pciBusID: 0000:1a:00.0
totalMemory: 10.76GiB freeMemory: 10.60GiB
2020-12-28 11:35:05.390407: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-28 11:35:05.596801: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-28 11:35:05.596822: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-28 11:35:05.596826: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-28 11:35:05.596900: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
2020-12-28 11:35:05.598530: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-28 11:35:05.598572: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-28 11:35:05.598580: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-28 11:35:05.598586: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-28 11:35:05.598665: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
2020-12-28 11:35:05.599378: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1511] Adding visible gpu devices: 0
2020-12-28 11:35:05.599419: I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-28 11:35:05.599427: I tensorflow/core/common_runtime/gpu/gpu_device.cc:988]      0 
2020-12-28 11:35:05.599434: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1001] 0:   N 
2020-12-28 11:35:05.599517: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 10232 MB memory) -> physical GPU (device: 0, name: GeForce RTX 2080 Ti, pci bus id: 0000:1a:00.0, compute capability: 7.5)
Model create over.
  reading data line 0
78529
21
  reading data line 0
9816
21
  reading data line 0
9817
20
global step 100   step-time 0.69s  loss 77.826 ppl 1153.66  disc 0.234 gen -0.167 gan_ae -0.132
predict:  billy goes out to the lake and goes fishing .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so hungry he could n't believe his mom .
answer:  alicia looked at her house .
predict:  alicia was cleaning her house .
answer:  she searched everywhere but could n't find it .
predict:  she went to the store to look for one .
answer:  when the cast was announced , she was left disappointed .
predict:  she was very nervous about the audition .
BLEU = 3.35, 31.0/5.1/1.7/0.7 (BP=0.916, ratio=0.919, hyp_len=89748, ref_len=97637)

distinc1: 0.02468
distinc2: 0.14175
infer done.
global step 108100   step-time 0.61s  loss 29.587 ppl 14.77  disc 0.029 gen -0.001 gan_ae -0.000
global step 108200   step-time 0.60s  loss 29.615 ppl 15.00  disc 0.028 gen 0.001 gan_ae -0.001
global step 108300   step-time 0.61s  loss 29.790 ppl 15.02  disc 0.029 gen -0.000 gan_ae -0.002
global step 108400   step-time 0.61s  loss 29.379 ppl 14.79  disc 0.028 gen -0.001 gan_ae 0.001
global step 108500   step-time 0.60s  loss 29.456 ppl 14.74  disc 0.028 gen 0.000 gan_ae -0.001
global step 108600   step-time 0.60s  loss 29.583 ppl 14.93  disc 0.029 gen -0.002 gan_ae -0.000
global step 108700   step-time 0.61s  loss 29.662 ppl 15.08  disc 0.028 gen -0.001 gan_ae 0.000
global step 108800   step-time 0.60s  loss 29.352 ppl 14.69  disc 0.029 gen -0.001 gan_ae -0.001
global step 108900   step-time 0.60s  loss 29.628 ppl 14.84  disc 0.029 gen 0.001 gan_ae -0.003
global step 109000   step-time 0.61s  loss 29.464 ppl 14.62  disc 0.028 gen -0.001 gan_ae 0.000
global step 109100   step-time 0.61s  loss 29.596 ppl 15.02  disc 0.029 gen -0.001 gan_ae -0.001
global step 109200   step-time 0.61s  loss 29.569 ppl 14.68  disc 0.028 gen 0.000 gan_ae -0.000
global step 109300   step-time 0.61s  loss 29.357 ppl 14.59  disc 0.028 gen -0.001 gan_ae 0.000
global step 109400   step-time 0.60s  loss 29.561 ppl 14.80  disc 0.028 gen -0.001 gan_ae -0.000
global step 109500   step-time 0.61s  loss 29.707 ppl 14.87  disc 0.028 gen -0.002 gan_ae 0.002
global step 109600   step-time 0.60s  loss 29.317 ppl 14.60  disc 0.029 gen 0.000 gan_ae -0.002
global step 109700   step-time 0.61s  loss 29.350 ppl 14.65  disc 0.029 gen -0.001 gan_ae -0.001
global step 109800   step-time 0.61s  loss 29.615 ppl 14.78  disc 0.029 gen -0.000 gan_ae -0.002
global step 109900   step-time 0.60s  loss 29.530 ppl 14.76  disc 0.029 gen -0.001 gan_ae -0.001
global step 110000   step-time 0.60s  loss 29.533 ppl 14.97  disc 0.028 gen 0.000 gan_ae 0.000
global step 110100   step-time 0.61s  loss 29.698 ppl 14.87  disc 0.027 gen -0.000 gan_ae 0.002
global step 110200   step-time 0.61s  loss 29.609 ppl 14.89  disc 0.030 gen -0.000 gan_ae -0.005
global step 110300   step-time 0.61s  loss 29.697 ppl 14.96  disc 0.029 gen -0.001 gan_ae -0.001
global step 110400   step-time 0.61s  loss 29.607 ppl 14.91  disc 0.028 gen -0.002 gan_ae 0.001
global step 110500   step-time 0.61s  loss 29.427 ppl 14.77  disc 0.028 gen 0.002 gan_ae -0.003
global step 110600   step-time 0.61s  loss 29.797 ppl 14.95  disc 0.028 gen -0.001 gan_ae 0.000
global step 110700   step-time 0.61s  loss 29.669 ppl 14.90  disc 0.027 gen -0.001 gan_ae 0.002
global step 110800   step-time 0.61s  loss 29.180 ppl 14.39  disc 0.028 gen -0.001 gan_ae 0.000
global step 110900   step-time 0.61s  loss 29.485 ppl 14.73  disc 0.030 gen 0.000 gan_ae -0.004
global step 111000   step-time 0.61s  loss 29.532 ppl 14.78  disc 0.028 gen -0.002 gan_ae 0.001
load eval model.
eval  ppl 18.24
answer:  one day , i was driving the van down to the store .
predict:  i was driving to my house one day .
answer:  she bought some new shelves .
predict:  she found a lot of things to do .
answer:  he was given a set of tickets .
predict:  he found some of the people there .
answer:  his friends agree that 's a great idea .
predict:  billy goes fishing with his friends .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so hungry he could n't wait to eat .
answer:  alicia looked at her house .
predict:  alicia had been out of the house for over a week .
answer:  she searched everywhere but could n't find it .
predict:  she looked at the price .
answer:  when the cast was announced , she was left disappointed .
predict:  she was nervous about the show .
BLEU = 2.95, 30.9/4.7/1.5/0.6 (BP=0.895, ratio=0.900, hyp_len=87872, ref_len=97637)

distinc1: 0.02444
distinc2: 0.15270
infer done.
global step 111100   step-time 0.61s  loss 29.359 ppl 14.73  disc 0.028 gen 0.000 gan_ae -0.001
global step 111200   step-time 0.60s  loss 29.336 ppl 14.70  disc 0.029 gen -0.000 gan_ae -0.001
global step 111300   step-time 0.60s  loss 29.182 ppl 14.38  disc 0.028 gen -0.001 gan_ae 0.001
global step 111400   step-time 0.61s  loss 29.349 ppl 14.68  disc 0.028 gen -0.001 gan_ae -0.000
global step 111500   step-time 0.61s  loss 29.415 ppl 14.63  disc 0.029 gen -0.001 gan_ae -0.001
global step 111600   step-time 0.61s  loss 29.452 ppl 14.76  disc 0.027 gen -0.000 gan_ae 0.001
global step 111700   step-time 0.61s  loss 29.391 ppl 14.74  disc 0.029 gen -0.001 gan_ae -0.001
global step 111800   step-time 0.61s  loss 29.296 ppl 14.44  disc 0.027 gen -0.001 gan_ae 0.002
global step 111900   step-time 0.61s  loss 29.499 ppl 14.73  disc 0.027 gen 0.001 gan_ae -0.001
global step 112000   step-time 0.61s  loss 29.758 ppl 14.85  disc 0.029 gen -0.002 gan_ae -0.001
global step 112100   step-time 0.61s  loss 29.136 ppl 14.36  disc 0.029 gen -0.002 gan_ae -0.001
global step 112200   step-time 0.61s  loss 29.436 ppl 14.66  disc 0.028 gen 0.003 gan_ae -0.004
global step 112300   step-time 0.61s  loss 29.754 ppl 14.99  disc 0.029 gen -0.003 gan_ae 0.000
global step 112400   step-time 0.61s  loss 29.381 ppl 14.66  disc 0.028 gen -0.000 gan_ae 0.001
global step 112500   step-time 0.61s  loss 29.643 ppl 14.93  disc 0.029 gen -0.001 gan_ae -0.001
global step 112600   step-time 0.61s  loss 29.249 ppl 14.51  disc 0.028 gen -0.002 gan_ae 0.002
global step 112700   step-time 0.61s  loss 29.701 ppl 15.05  disc 0.029 gen -0.000 gan_ae -0.003
global step 112800   step-time 0.61s  loss 29.082 ppl 14.40  disc 0.028 gen -0.000 gan_ae -0.001
global step 112900   step-time 0.61s  loss 29.175 ppl 14.48  disc 0.029 gen -0.002 gan_ae -0.001
global step 113000   step-time 0.60s  loss 29.375 ppl 14.67  disc 0.028 gen -0.000 gan_ae -0.000
global step 113100   step-time 0.61s  loss 29.675 ppl 14.79  disc 0.028 gen -0.001 gan_ae 0.001
global step 113200   step-time 0.61s  loss 29.478 ppl 14.76  disc 0.028 gen -0.001 gan_ae 0.000
global step 113300   step-time 0.61s  loss 29.702 ppl 14.98  disc 0.027 gen 0.000 gan_ae 0.001
global step 113400   step-time 0.61s  loss 29.719 ppl 14.89  disc 0.029 gen -0.002 gan_ae -0.000
global step 113500   step-time 0.61s  loss 29.321 ppl 14.50  disc 0.029 gen -0.000 gan_ae -0.002
global step 113600   step-time 0.60s  loss 29.481 ppl 14.77  disc 0.029 gen -0.000 gan_ae -0.001
global step 113700   step-time 0.61s  loss 29.385 ppl 14.74  disc 0.028 gen -0.001 gan_ae 0.001
global step 113800   step-time 0.61s  loss 28.934 ppl 14.36  disc 0.029 gen -0.001 gan_ae -0.001
global step 113900   step-time 0.61s  loss 29.339 ppl 14.45  disc 0.029 gen 0.001 gan_ae -0.003
global step 114000   step-time 0.61s  loss 29.770 ppl 14.72  disc 0.028 gen -0.001 gan_ae 0.000
load eval model.
eval  ppl 18.15
answer:  one day , i was driving the van down to the store .
predict:  i was driving to work when a car came up to me .
answer:  she bought some new shelves .
predict:  she had a lot of books to do .
answer:  he was given a set of tickets .
predict:  he bought some tickets .
answer:  his friends agree that 's a great idea .
predict:  billy gets a lot of food and drinks .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so hungry he ate a lot of cereal and ate it .
answer:  alicia looked at her house .
predict:  alicia was cleaning her house .
answer:  she searched everywhere but could n't find it .
predict:  she went to the store to buy one .
answer:  when the cast was announced , she was left disappointed .
predict:  anna was nervous about the performance .
BLEU = 3.40, 31.4/5.2/1.7/0.7 (BP=0.908, ratio=0.912, hyp_len=89070, ref_len=97637)

distinc1: 0.02451
distinc2: 0.14482
infer done.
global step 114100   step-time 0.60s  loss 29.274 ppl 14.65  disc 0.027 gen 0.001 gan_ae 0.001
global step 114200   step-time 0.61s  loss 29.415 ppl 14.52  disc 0.028 gen -0.001 gan_ae 0.000
global step 114300   step-time 0.61s  loss 29.517 ppl 14.74  disc 0.029 gen -0.002 gan_ae -0.001
global step 114400   step-time 0.61s  loss 29.381 ppl 14.52  disc 0.028 gen 0.000 gan_ae -0.001
global step 114500   step-time 0.61s  loss 29.348 ppl 14.68  disc 0.028 gen 0.001 gan_ae -0.001
global step 114600   step-time 0.61s  loss 29.425 ppl 14.66  disc 0.029 gen -0.002 gan_ae -0.000
global step 114700   step-time 0.61s  loss 29.332 ppl 14.57  disc 0.028 gen -0.001 gan_ae 0.000
global step 114800   step-time 0.60s  loss 29.306 ppl 14.41  disc 0.028 gen -0.001 gan_ae 0.002
global step 114900   step-time 0.61s  loss 29.220 ppl 14.48  disc 0.028 gen 0.001 gan_ae -0.001
global step 115000   step-time 0.61s  loss 29.046 ppl 14.33  disc 0.028 gen -0.002 gan_ae 0.001
global step 115100   step-time 0.61s  loss 29.037 ppl 14.43  disc 0.029 gen -0.001 gan_ae -0.000
global step 115200   step-time 0.60s  loss 29.207 ppl 14.49  disc 0.028 gen -0.000 gan_ae 0.001
global step 115300   step-time 0.60s  loss 29.671 ppl 14.81  disc 0.028 gen -0.001 gan_ae -0.000
global step 115400   step-time 0.60s  loss 29.135 ppl 14.33  disc 0.029 gen 0.000 gan_ae -0.002
global step 115500   step-time 0.61s  loss 28.963 ppl 14.26  disc 0.028 gen 0.001 gan_ae -0.002
global step 115600   step-time 0.61s  loss 29.239 ppl 14.45  disc 0.029 gen -0.002 gan_ae -0.000
global step 115700   step-time 0.61s  loss 29.378 ppl 14.58  disc 0.028 gen 0.000 gan_ae -0.001
global step 115800   step-time 0.60s  loss 29.006 ppl 14.44  disc 0.028 gen -0.001 gan_ae 0.001
global step 115900   step-time 0.61s  loss 29.480 ppl 14.52  disc 0.029 gen -0.001 gan_ae -0.001
global step 116000   step-time 0.61s  loss 29.185 ppl 14.45  disc 0.029 gen -0.001 gan_ae -0.000
global step 116100   step-time 0.60s  loss 29.146 ppl 14.42  disc 0.028 gen 0.002 gan_ae -0.003
global step 116200   step-time 0.61s  loss 28.968 ppl 14.23  disc 0.028 gen -0.002 gan_ae 0.001
global step 116300   step-time 0.61s  loss 29.369 ppl 14.58  disc 0.027 gen 0.001 gan_ae -0.001
global step 116400   step-time 0.61s  loss 28.840 ppl 14.07  disc 0.027 gen 0.002 gan_ae -0.000
global step 116500   step-time 0.61s  loss 29.372 ppl 14.60  disc 0.031 gen -0.002 gan_ae -0.003
global step 116600   step-time 0.61s  loss 29.358 ppl 14.54  disc 0.029 gen -0.001 gan_ae -0.001
global step 116700   step-time 0.61s  loss 29.237 ppl 14.60  disc 0.029 gen -0.002 gan_ae 0.000
global step 116800   step-time 0.61s  loss 29.167 ppl 14.35  disc 0.028 gen -0.000 gan_ae -0.001
global step 116900   step-time 0.61s  loss 29.271 ppl 14.42  disc 0.028 gen -0.001 gan_ae 0.000
global step 117000   step-time 0.61s  loss 29.207 ppl 14.35  disc 0.028 gen -0.000 gan_ae 0.000
load eval model.
eval  ppl 18.05
answer:  one day , i was driving the van down to the store .
predict:  i was driving my car to work one day when i got a flat tire .
answer:  she bought some new shelves .
predict:  she had just finished her books .
answer:  he was given a set of tickets .
predict:  he found a lot of people .
answer:  his friends agree that 's a great idea .
predict:  billy gets his boat together and goes fishing .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  his mom was very happy and told him to never eat it again .
answer:  alicia looked at her house .
predict:  alicia was cleaning her house .
answer:  she searched everywhere but could n't find it .
predict:  she did n't have a job .
answer:  when the cast was announced , she was left disappointed .
predict:  she was nervous , but she was nervous .
BLEU = 3.33, 31.1/5.1/1.6/0.7 (BP=0.917, ratio=0.920, hyp_len=89855, ref_len=97637)

distinc1: 0.02537
distinc2: 0.15724
infer done.
global step 117100   step-time 0.61s  loss 29.139 ppl 14.24  disc 0.029 gen -0.001 gan_ae -0.000
global step 117200   step-time 0.61s  loss 29.531 ppl 14.74  disc 0.029 gen 0.001 gan_ae -0.003
global step 117300   step-time 0.61s  loss 29.365 ppl 14.54  disc 0.029 gen -0.001 gan_ae -0.001
global step 117400   step-time 0.61s  loss 29.146 ppl 14.26  disc 0.028 gen -0.001 gan_ae 0.001
global step 117500   step-time 0.61s  loss 29.085 ppl 14.07  disc 0.029 gen -0.001 gan_ae -0.001
global step 117600   step-time 0.61s  loss 29.249 ppl 14.43  disc 0.028 gen 0.001 gan_ae -0.002
global step 117700   step-time 0.61s  loss 29.043 ppl 14.05  disc 0.028 gen -0.001 gan_ae 0.001
global step 117800   step-time 0.61s  loss 29.372 ppl 14.55  disc 0.027 gen -0.000 gan_ae 0.001
global step 117900   step-time 0.61s  loss 29.222 ppl 14.32  disc 0.029 gen -0.002 gan_ae -0.001
global step 118000   step-time 0.61s  loss 29.499 ppl 14.49  disc 0.029 gen -0.001 gan_ae -0.001
global step 118100   step-time 0.61s  loss 29.301 ppl 14.47  disc 0.028 gen -0.001 gan_ae 0.001
global step 118200   step-time 0.61s  loss 28.868 ppl 14.07  disc 0.028 gen -0.000 gan_ae -0.001
global step 118300   step-time 0.61s  loss 29.656 ppl 14.67  disc 0.028 gen -0.000 gan_ae -0.001
global step 118400   step-time 0.61s  loss 29.100 ppl 14.33  disc 0.028 gen -0.001 gan_ae -0.000
global step 118500   step-time 0.61s  loss 29.063 ppl 14.27  disc 0.028 gen -0.001 gan_ae 0.001
global step 118600   step-time 0.61s  loss 29.226 ppl 14.31  disc 0.029 gen 0.000 gan_ae -0.002
global step 118700   step-time 0.61s  loss 29.346 ppl 14.50  disc 0.029 gen 0.001 gan_ae -0.003
global step 118800   step-time 0.61s  loss 29.128 ppl 14.31  disc 0.029 gen -0.002 gan_ae -0.001
global step 118900   step-time 0.61s  loss 29.592 ppl 14.74  disc 0.028 gen -0.001 gan_ae 0.000
global step 119000   step-time 0.61s  loss 29.055 ppl 14.19  disc 0.028 gen -0.001 gan_ae 0.001
global step 119100   step-time 0.61s  loss 29.014 ppl 14.11  disc 0.028 gen 0.001 gan_ae -0.002
global step 119200   step-time 0.61s  loss 29.239 ppl 14.27  disc 0.028 gen -0.002 gan_ae 0.001
global step 119300   step-time 0.61s  loss 29.175 ppl 14.21  disc 0.029 gen -0.001 gan_ae -0.002
global step 119400   step-time 0.61s  loss 28.939 ppl 14.24  disc 0.028 gen -0.001 gan_ae -0.000
global step 119500   step-time 0.61s  loss 29.115 ppl 14.45  disc 0.028 gen -0.001 gan_ae 0.001
global step 119600   step-time 0.61s  loss 29.464 ppl 14.69  disc 0.029 gen -0.001 gan_ae -0.001
global step 119700   step-time 0.61s  loss 29.003 ppl 14.04  disc 0.028 gen -0.000 gan_ae 0.001
global step 119800   step-time 0.61s  loss 29.105 ppl 14.14  disc 0.029 gen -0.001 gan_ae -0.001
global step 119900   step-time 0.61s  loss 29.487 ppl 14.59  disc 0.028 gen 0.000 gan_ae 0.000
global step 120000   step-time 0.61s  loss 28.980 ppl 14.20  disc 0.028 gen -0.001 gan_ae 0.000
load eval model.
eval  ppl 17.90
answer:  one day , i was driving the van down to the store .
predict:  i was driving down the road when a van was coming up .
answer:  she bought some new shelves .
predict:  she had to make a new book .
answer:  he was given a set of tickets .
predict:  he found some amazing music .
answer:  his friends agree that 's a great idea .
predict:  billy takes his friends and family and family .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so hungry he had to clean up the mess .
answer:  alicia looked at her house .
predict:  alicia was cleaning her house .
answer:  she searched everywhere but could n't find it .
predict:  she was going to buy it .
answer:  when the cast was announced , she was left disappointed .
predict:  she was nervous about the performance .
BLEU = 3.51, 30.8/5.3/1.7/0.7 (BP=0.928, ratio=0.930, hyp_len=90831, ref_len=97637)

distinc1: 0.02566
distinc2: 0.15035
infer done.
global step 120100   step-time 0.61s  loss 29.322 ppl 14.38  disc 0.028 gen 0.002 gan_ae -0.002
global step 120200   step-time 0.61s  loss 29.120 ppl 14.26  disc 0.028 gen -0.001 gan_ae 0.001
global step 120300   step-time 0.61s  loss 29.040 ppl 14.15  disc 0.028 gen -0.000 gan_ae 0.001
global step 120400   step-time 0.61s  loss 29.093 ppl 14.35  disc 0.029 gen -0.001 gan_ae -0.002
global step 120500   step-time 0.61s  loss 29.154 ppl 14.21  disc 0.027 gen 0.000 gan_ae 0.001
global step 120600   step-time 0.61s  loss 29.128 ppl 14.47  disc 0.027 gen 0.000 gan_ae -0.000
global step 120700   step-time 0.61s  loss 29.346 ppl 14.49  disc 0.029 gen -0.001 gan_ae -0.002
global step 120800   step-time 0.61s  loss 29.052 ppl 14.24  disc 0.029 gen -0.000 gan_ae -0.001
global step 120900   step-time 0.61s  loss 29.146 ppl 14.37  disc 0.029 gen -0.001 gan_ae -0.001
global step 121000   step-time 0.60s  loss 28.963 ppl 14.08  disc 0.029 gen -0.000 gan_ae -0.001
global step 121100   step-time 0.61s  loss 29.322 ppl 14.47  disc 0.028 gen -0.001 gan_ae 0.001
global step 121200   step-time 0.61s  loss 28.928 ppl 13.98  disc 0.028 gen 0.000 gan_ae -0.001
global step 121300   step-time 0.61s  loss 28.915 ppl 13.98  disc 0.029 gen -0.001 gan_ae -0.001
global step 121400   step-time 0.60s  loss 28.953 ppl 14.20  disc 0.028 gen -0.001 gan_ae -0.000
global step 121500   step-time 0.61s  loss 28.972 ppl 13.83  disc 0.029 gen -0.001 gan_ae -0.000
global step 121600   step-time 0.61s  loss 28.956 ppl 14.09  disc 0.028 gen 0.001 gan_ae -0.002
global step 121700   step-time 0.60s  loss 29.053 ppl 14.04  disc 0.028 gen 0.000 gan_ae -0.001
global step 121800   step-time 0.60s  loss 29.165 ppl 14.44  disc 0.028 gen 0.002 gan_ae -0.002
global step 121900   step-time 0.61s  loss 28.970 ppl 14.13  disc 0.029 gen -0.003 gan_ae -0.000
global step 122000   step-time 0.60s  loss 29.051 ppl 14.11  disc 0.028 gen 0.001 gan_ae -0.001
global step 122100   step-time 0.61s  loss 28.836 ppl 13.98  disc 0.028 gen -0.002 gan_ae 0.001
global step 122200   step-time 0.61s  loss 28.727 ppl 14.00  disc 0.027 gen -0.000 gan_ae 0.001
global step 122300   step-time 0.61s  loss 29.101 ppl 14.12  disc 0.029 gen -0.002 gan_ae 0.001
global step 122400   step-time 0.60s  loss 28.859 ppl 13.93  disc 0.028 gen 0.001 gan_ae -0.001
global step 122500   step-time 0.61s  loss 29.008 ppl 14.21  disc 0.029 gen -0.001 gan_ae -0.001
global step 122600   step-time 0.61s  loss 28.921 ppl 14.08  disc 0.028 gen -0.002 gan_ae 0.001
global step 122700   step-time 0.61s  loss 29.246 ppl 14.31  disc 0.028 gen -0.001 gan_ae 0.000
global step 122800   step-time 0.61s  loss 28.935 ppl 13.92  disc 0.028 gen -0.002 gan_ae 0.001
global step 122900   step-time 0.61s  loss 28.871 ppl 13.93  disc 0.028 gen 0.004 gan_ae -0.004
global step 123000   step-time 0.60s  loss 29.105 ppl 14.15  disc 0.030 gen -0.003 gan_ae -0.001
load eval model.
eval  ppl 17.85
answer:  one day , i was driving the van down to the store .
predict:  i was driving to work one day when i got a flat tire .
answer:  she bought some new shelves .
predict:  she had to open a book box .
answer:  he was given a set of tickets .
predict:  he found out the band was selling .
answer:  his friends agree that 's a great idea .
predict:  billy goes fishing and buys a boat .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so happy to have a babysitter .
answer:  alicia looked at her house .
predict:  alicia was cleaning .
answer:  she searched everywhere but could n't find it .
predict:  she went to the store to look for one .
answer:  when the cast was announced , she was left disappointed .
predict:  she was very nervous about the audition .
BLEU = 3.50, 31.4/5.2/1.8/0.8 (BP=0.889, ratio=0.895, hyp_len=87371, ref_len=97637)

distinc1: 0.02594
distinc2: 0.15933
infer done.
global step 123100   step-time 0.61s  loss 29.049 ppl 14.12  disc 0.028 gen -0.001 gan_ae -0.000
global step 123200   step-time 0.61s  loss 28.942 ppl 14.12  disc 0.028 gen -0.001 gan_ae 0.000
global step 123300   step-time 0.61s  loss 28.814 ppl 13.92  disc 0.028 gen -0.001 gan_ae -0.000
global step 123400   step-time 0.61s  loss 29.195 ppl 14.01  disc 0.028 gen 0.000 gan_ae 0.000
global step 123500   step-time 0.61s  loss 28.874 ppl 14.15  disc 0.028 gen -0.001 gan_ae 0.001
global step 123600   step-time 0.61s  loss 29.234 ppl 14.41  disc 0.029 gen -0.000 gan_ae -0.002
global step 123700   step-time 0.61s  loss 29.153 ppl 14.24  disc 0.028 gen -0.002 gan_ae 0.001
global step 123800   step-time 0.61s  loss 28.642 ppl 13.82  disc 0.028 gen 0.000 gan_ae -0.000
global step 123900   step-time 0.61s  loss 28.941 ppl 14.13  disc 0.029 gen -0.001 gan_ae -0.001
global step 124000   step-time 0.61s  loss 28.927 ppl 14.08  disc 0.028 gen -0.000 gan_ae -0.001
global step 124100   step-time 0.61s  loss 28.931 ppl 14.08  disc 0.028 gen -0.001 gan_ae 0.000
global step 124200   step-time 0.61s  loss 28.976 ppl 14.11  disc 0.028 gen -0.001 gan_ae 0.001
global step 124300   step-time 0.61s  loss 28.900 ppl 14.02  disc 0.028 gen -0.001 gan_ae 0.000
global step 124400   step-time 0.60s  loss 28.831 ppl 13.94  disc 0.028 gen -0.000 gan_ae 0.000
global step 124500   step-time 0.61s  loss 28.746 ppl 13.88  disc 0.028 gen 0.002 gan_ae -0.003
global step 124600   step-time 0.61s  loss 28.914 ppl 14.18  disc 0.029 gen -0.003 gan_ae 0.001
global step 124700   step-time 0.61s  loss 28.820 ppl 13.98  disc 0.027 gen 0.003 gan_ae -0.002
global step 124800   step-time 0.61s  loss 29.077 ppl 14.14  disc 0.029 gen -0.002 gan_ae -0.001
global step 124900   step-time 0.61s  loss 29.082 ppl 14.21  disc 0.029 gen -0.002 gan_ae 0.000
global step 125000   step-time 0.61s  loss 28.934 ppl 13.89  disc 0.028 gen 0.001 gan_ae -0.001
global step 125100   step-time 0.61s  loss 28.576 ppl 13.69  disc 0.028 gen -0.002 gan_ae 0.000
global step 125200   step-time 0.61s  loss 28.796 ppl 14.09  disc 0.027 gen -0.001 gan_ae 0.002
global step 125300   step-time 0.61s  loss 28.757 ppl 13.81  disc 0.028 gen -0.001 gan_ae 0.001
global step 125400   step-time 0.61s  loss 28.953 ppl 14.08  disc 0.028 gen -0.000 gan_ae -0.000
global step 125500   step-time 0.61s  loss 28.914 ppl 13.93  disc 0.029 gen -0.001 gan_ae -0.001
global step 125600   step-time 0.61s  loss 28.989 ppl 14.01  disc 0.029 gen -0.001 gan_ae -0.001
global step 125700   step-time 0.61s  loss 29.027 ppl 14.17  disc 0.028 gen 0.001 gan_ae -0.001
global step 125800   step-time 0.61s  loss 29.478 ppl 14.55  disc 0.029 gen -0.001 gan_ae -0.000
global step 125900   step-time 0.61s  loss 29.205 ppl 14.22  disc 0.028 gen -0.001 gan_ae 0.001
global step 126000   step-time 0.61s  loss 28.985 ppl 13.92  disc 0.028 gen -0.002 gan_ae 0.001
load eval model.
eval  ppl 17.89
answer:  one day , i was driving the van down to the store .
predict:  i was driving to work one day when a truck hit me .
answer:  she bought some new shelves .
predict:  she was making a new pair of books .
answer:  he was given a set of tickets .
predict:  he did n't have a lot of money .
answer:  his friends agree that 's a great idea .
predict:  billy takes his friends to the lake and takes them to the lake .
answer:  after starting a fire in the kitchen , chance has a babysitter again .
predict:  he was so happy to have a babysitter .
answer:  alicia looked at her house .
predict:  alicia was cleaning her house .
answer:  she searched everywhere but could n't find it .
predict:  she was excited to buy it .
answer:  when the cast was announced , she was left disappointed .
predict:  she was nervous but agreed .
